Places,Notes,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
Velká Lhota u Malenovic (Morava),,"Velká Lhota, Czechia",49.4377948,18.035619,,Velká Lhota,Czechia,Zlin Region,Vsetín District,Vsetín District
Velké Meziříčé (Morava),,"30, Ostrůvek 300, 594 01 Velké Meziříčí, Czechia",49.3512756,16.0167145,594 01,Velké Meziříčí,Czechia,Kraj Vysočina,Žďár nad Sázavou,Žďár nad Sázavou
Vera de M.,,,,,,,,,,
Veselá (Čechy),,"391 81 Veselí nad Lužnicí, Czechia",49.1865156,14.6991941,391 81,Veselí nad Lužnicí,Czechia,South Bohemian Region,Tábor District,Tábor District
Vidzy (Vilnius),,"Vidzy, Belarus",55.3949342,26.6283089,,Vidzy,Belarus,Vitebsk Region,Braslaw District,Braslaw District
Vietzlien (Westpreussen),,,,,,,,,,
Vilinus,,"Vilnius, Lithuania",54.6871555,25.2796514,,Vilnius,Lithuania,Vilnius County,Vilnius city municipality,Vilnius city municipality
Vilinus (Li. SSR),,"Vilnius, Lithuania",54.6871555,25.2796514,,Vilnius,Lithuania,Vilnius County,Vilnius city municipality,Vilnius city municipality
Vilkaičiai (Telšiai),,"Vilkaičiai 90253, Lithuania",55.9075109,22.114595,90253,Vilkaičiai,Lithuania,Telšiai County,Plungė District Municipality,Plungė District Municipality
Vilkano (Čechy),,,,,,,,,,
Vilnius,,"Vilnius, Lithuania",54.6871555,25.2796514,,Vilnius,Lithuania,Vilnius County,Vilnius city municipality,Vilnius city municipality
"Vilnius, Li.SSR",,"Vilnius, Lithuania",54.6871555,25.2796514,,Vilnius,Lithuania,Vilnius County,Vilnius city municipality,Vilnius city municipality
Vitebsk ,,"Viciebsk, Belarus",55.1926809,30.206359,,Viciebsk,Belarus,Vitebsk Region,Vitsebsk District,Vitsebsk District
Vitrolettes,,,,,,,,,,
Vlkano (Čechy),,,,,,,,,,
Vodovaggia,,,,,,,,,,
Vohihambana,,,,,,,,,,
Vousi (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Vratislavice (Čechy),,"Vratislavice nad Nisou, Czechia",50.7433811,15.0926232,,,Czechia,Liberec Region,Liberec District,Liberec District
Vrchlabí (Čechy),,"Vrchlabí, Czechia",50.6170886,15.6050062,,Vrchlabí,Czechia,Hradec Králové Region,Trutnov District,Trutnov District
Výmyslice,,"671 42 Vémyslice, Czechia",49.0220407,16.2567969,671 42,Vémyslice,Czechia,South Moravian Region,Znojmo District,Znojmo District
Vyškov (Morava),,"682 01 Vyskov, Czechia",49.2774517,16.9960993,682 01,Vyskov,Czechia,South Moravian Region,Vyškov District,Vyškov District
Waldenburg (Schlesien),,"Wałbrzych, Poland",50.7840092,16.2843553,58,Wałbrzych,Poland,Lower Silesian Voivodeship,Wałbrzych County,Wałbrzych County
Waletta,,,,,,,,,,
Waltdorf (Schlesien),,"Prusinowice, Poland",50.5378055,17.4074579,48,Prusinowice,Poland,Opole Voivodeship,Nysa County,Nysa County
Wangdang (Kiangsu),,"Wangdang, Suining, Xuzhou, Jiangsu, China",33.941539,117.741252,,Xuzhou,China,Jiangsu,,
Wangko (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Warmunthau (Schlesien),,"Warmątowice, Poland",50.4938573,18.3783276,47,Warmątowice,Poland,Opole Voivodeship,Strzelce County,Strzelce County
Weedon (Monmouth),,,,,,,,,,
Weicherau (Schlesien),,"55-311 Wichrów, Poland",51.0341075,16.5738292,55-311,Wichrów,Poland,Lower Silesian Voivodeship,Środa Śląska County,Środa Śląska County
Weihien (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Weits'ounn (Chine),,China,35.86166,104.195397,,,China,,,
Weitsounn (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Weitzemberg (Schlesien),,,,,,,,,,
Welehrad (Morava),,"687 06 Velehrad, Czechia",49.1054271,17.3942719,687 06,Velehrad,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
"Welikije-Luki,RSFSR",,"Velikiye Luki, Pskov Oblast, Russia",56.3396088,30.5314751,,Velikiye Luki,Russia,Pskov Oblast,Gorod Velikiye Luki,Gorod Velikiye Luki
Wernsdorf u Hrobu (Cechy),,"417 04 Hrob, Czechia",50.6591994,13.7267735,417 04,Hrob,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Wetzwalde ad Reichenberg (Čechy),,"Václavice, 463 34 Hrádek nad Nisou, Czechia",50.8584893,14.9058802,463 34,Hrádek nad Nisou,Czechia,Liberec Region,Liberec District,Liberec District
Widergrün,,,,,,,,,,
Wiese Neustadt (Schlesien),,"48-200 Łąka Prudnicka, Poland",50.3160811,17.5368921,48-200,Łąka Prudnicka,Poland,Opole Voivodeship,Prudnik County,Prudnik County
Wildenschwerdt (Čechy),,,,,,,,,,
"Winniczki, Szcz",,,,,,,,,,
"Wiszniew ad Lida, Warsz",,"Vishnyeva, Belarus",54.1389194,26.2202089,,Vishnyeva,Belarus,Minsk Region,Valozhyn District,Valozhyn District
Witebsk ,,"Viciebsk, Belarus",55.1926809,30.206359,,Viciebsk,Belarus,Vitebsk Region,Vitsebsk District,Vitsebsk District
Wodňany (Čechy),,"Občerstvení na Pumpě, Újezd 96, 389 01 Vodňany, Czechia",49.1289165,14.1990987,389 01,Vodňany,Czechia,Jihočeský kraj,Strakonice,Strakonice
Wölmsdorf (Sudetenland),,"Vilémov, Czechia",50.9905474,14.3353232,,Vilémov,Czechia,Ústí nad Labem Region,Děčín District,Děčín District
Wormditt (Kaliningrad),,"Kaliningrad, Kaliningrad Oblast, Russia",54.7104264,20.4522144,,Kaliningrad,Russia,Kaliningrad Oblast,Kaliningrad,Kaliningrad
Wousi (Chine),,"Wuxi, Jiangsu, China",31.491169,120.31191,,Wuxi,China,Jiangsu,,
Wrollin (Schlesien),,,,,,,,,,
Wuchiao (China),,"Wuqiao County, Cangzhou, Hebei, China",37.627661,116.391507,,Cangzhou,China,Hebei,,
Wuhu (Ahnwei),,"Wuhu, Anhui, China",31.352859,118.432941,,Wuhu,China,Anhui,,
Wuhu (Anhwei),,"Wuhu, Anhui, China",31.352859,118.432941,,Wuhu,China,Anhui,,
Wuhu (Anwhei),,"Wuhu, Anhui, China",31.352859,118.432941,,Wuhu,China,Anhui,,
Wupeh (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Yang Chow (Chine),,China,35.86166,104.195397,,,China,,,
Yangkaghio (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Yangzcyu (Kiangsu),,"Yangzhou, Jiangsu, China",32.394209,119.412939,,Yangzhou,China,Jiangsu,,
"Yaolou (Songkiang, Chine)",,"88 Nan Yao Road Floor 2 to 5, Shanghai, 201611, 松江区 China",31.0035439,121.224594,,,China,上海市,,
Yaowan (Kiangeu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
"Yaoyang, Nanhanho (Chine)",,China,35.86166,104.195397,,,China,,,
"Yejdzieviči, BSSR",,,,,,,,,,
"Yingchowfu, Pengpu",,"Pengpuzhen, Jing'an District, Shanghai, China",31.283109,121.440326,,,China,Shanghai,,
Yingkiat'ai Chishïen (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Yuéwankiai (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
"Zakience, Li. SSR",,,,,,,,,,
"Zalubiniec, BSSR",,,,,,,,,,
"Zangso (Haimen, Chine)",,"Haimen, Nantong, Jiangsu, China",31.871173,121.181615,,Nantong,China,Jiangsu,,
Žd'ár (Morava),,"Žďár nad Sázavou, Czechia",49.5641882,15.9394069,,Žďár nad Sázavou,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Žđárek (Morava),,"Žďárek, Czechia",50.640448,15.1114983,,Žďárek,Czechia,Liberec Region,Liberec District,Liberec District
Zdoňov (Čechy),,"Zdoňov, 549 57 Teplice nad Metují, Czechia",50.6323365,16.1392641,549 57,Teplice nad Metují,Czechia,Hradec Králové Region,Náchod District,Náchod District
Železná Ruda (Čechy),,"Železná Ruda, Czechia",49.1374427,13.2352046,,Železná Ruda,Czechia,Plzeň Region,Klatovy District,Klatovy District
Zibnidice (Cechy),seibersdorf austria,,,,,,,,,
Zickinso (T'aitsang Chine),,,,,,,,,,
Ziéka (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Zikawai,,"Xujiahui, Xuhui District, Shanghai, China",31.194503,121.437516,,,China,Shanghai,,
Žiželice nad Labem (Čechy),,"Žiželice, Czechia",50.1319192,15.3932021,,Žiželice,Czechia,Central Bohemian Region,Kolín District,Kolín District
Zlate Hory (Sl.sko),,"793 76 Zlaté Hory, Czechia",50.2637942,17.3960222,793 76,Zlaté Hory,Czechia,Olomouc Region,Jeseník District,Jeseník District
Zosè (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Zubudov (Čechy),Jesuit joined AusHun province,,,,,,,,,
"Zuckmantel, O.Ö.",Zlaté Hory,"793 76 Zlaté Hory, Czechia",50.2637942,17.3960222,793 76,Zlaté Hory,Czechia,Olomouc Region,Jeseník District,Jeseník District
Zukaw (Österreich),Austria; no town listed for Zukaw,,,,,,,,,
Zülkowitz (Schlesien),,"32-020 Sułków, Poland",49.9928893,20.1087877,32-020,Sułków,Poland,Lesser Poland Voivodeship,Wieliczka County,Wieliczka County
Züls (Schlesien),,"Biała Prudnicka, Poland",50.3862574,17.6604283,48,Biała Prudnicka,Poland,Opole Voivodeship,Prudnik County,Prudnik County
Zwittau (Morava),,"568 02 Svitavy, Czechia",49.7551629,16.4691861,568 02,Svitavy,Czechia,Pardubice Region,Svitavy District,Svitavy District
