Places,Places without underlines and Fl Oc,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
"S. Lorenzo (Porquera, Orense)","S. Lorenzo (Porquera, Orense)","32643 San Lourenzo, Ourense, Spain",42.0142978,-7.8646776,32643,San Lourenzo,Spain,Galicia,Ourense,Ourense
(quitensis),(quitensis),,,,,,,,,
Torino ,Torino ,"Turin, Metropolitan City of Turin, Italy",45.0703393,7.686864,,,Italy,Piedmont,Metropolitan City of Turin,TO
Alicante,Alicante,"Alicante, Spain",38.3459963,-0.4906855,,Alicante,Spain,Valencian Community,Alicante,A
Aliaga (Teruel),Aliaga (Teruel),"44150 Aliaga, Teruel, Spain",40.6725204,-0.702812,44150,Aliaga,Spain,Aragon,Teruel,Teruel
Casas Ibáñez (Albacete),Casas Ibáñez (Albacete),"02200 Casas-Ibáñez, Albacete, Spain",39.286714,-1.4712661,2200,Casas-Ibáñez,Spain,Castile-La Mancha,Albacete,Albacete
? (Tridentinus),? (Tridentinus),,,,,,,,,
Villambistia (Burgos),Villambistia (Burgos),"09258 Villambistia, Burgos, Spain",42.4047193,-3.2615058,9258,Villambistia,Spain,Castile and León,Burgos,Burgos
Montefiascone (Roma),Montefiascone (Roma),"Via Montefiascone, 19, 00189 Roma RM, Italy",41.972023,12.4405327,189,Roma,Italy,Lazio,Città Metropolitana di Roma,RM
Azanza (Navarra),Azanza (Navarra),"31172 Azanza, Navarra, Spain",42.8276667,-1.8586389,31172,Azanza,Spain,Navarra,Navarra,NA
Pont-de-Beauvoisin (Isère),Pont-de-Beauvoisin (Isère),"38480 Le Pont-de-Beauvoisin, France",45.5313399,5.6659546,38480,Le Pont-de-Beauvoisin,France,Auvergne-Rhône-Alpes,Isere,Isere
Málaga ,Málaga ,"Málaga, Spain",36.7167456,-4.4259962,,,Spain,Andalusia,Málaga,Málaga
Neuflize (Ardennes),Neuflize (Ardennes),"08300 Neuflize, France",49.410415,4.3046049,8300,Neuflize,France,Grand Est,Ardennes,Ardennes
Cany (Seine-M),Cany (Seine-M),"76450 Cany-Barville, France",49.787435,0.638336,76450,Cany-Barville,France,Normandy,Seine-Maritime,Seine-Maritime
? (Worcester),? (Worcester),"Worcester, UK",52.193636,-2.221575,,Worcester,United Kingdom,England,Worcestershire,Worcestershire
? (dc Cenomanen),? (dc Cenomanen),,,,,,,,,
Lucca,Lucca,"55100 Lucca, Province of Lucca, Italy",43.8429197,10.5026977,55100,Lucca,Italy,Tuscany,Province of Lucca,LU
Chemnitz (Sachsen),Chemnitz (Sachsen),"Chemnitz, Germany",50.827845,12.9213697,,Chemnitz,Germany,Saxony,Chemnitz,C
Reims,Reims,"Reims, France",49.258329,4.031696,,Reims,France,Grand Est,Marne,Marne
Plowden Hall (Shropshire),Plowden Hall (Shropshire),"Plowden, Lydbury North SY7 8BE, UK",52.48481,-2.912533,SY7 8BE,Plowden,United Kingdom,England,Shropshire,Shropshire
Fabriano (Ancona),Fabriano (Ancona),"60044 Fabriano, Province of Ancona, Italy",43.3449672,12.9062153,60044,Fabriano,Italy,Marche,Province of Ancona,AN
Quito,Quito,"Quito, Ecuador",-0.1806532,-78.4678382,,Quito,Ecuador,Pichincha,Metropolitan District of Quito,Metropolitan District of Quito
Casalbasciano (Lucca),Casalbasciano (Lucca),"55022 Casabasciana, Province of Lucca, Italy",44.0167441,10.6523882,55022,Casabasciana,Italy,Tuscany,Province of Lucca,LU
Norwich (Norfolk),Norwich (Norfolk),"Norwich, UK",52.6308859,1.297355,,Norwich,United Kingdom,England,Norfolk,Norfolk
? (Li. SSR),? (Li. SSR),,,,,,,,,
Almonaster la Real (Huelva),Almonaster la Real (Huelva),"21350 Almonaster la Real, Huelva, Spain",37.8723167,-6.7875489,21350,Almonaster la Real,Spain,Andalusia,Huelva,Huelva
"Pachuca, Hgo.","Pachuca, Hgo.","Pachuca, Hgo., Mexico",20.1010608,-98.7591311,,Pachuca,Mexico,Hidalgo,,
Palma de Mallorca,Palma de Mallorca,"Palma, Balearic Islands, Spain",39.5696005,2.6501603,,Palma,Spain,Balearic Islands,Balearic Islands,Balearic Islands
Bordeaux,Bordeaux,"Bordeaux, France",44.837789,-0.57918,,Bordeaux,France,Nouvelle-Aquitaine,Gironde,Gironde
Michoacán,Michoacán,"Michoacán, Mexico",19.5665192,-101.7068294,,,Mexico,Michoacán,,
Cádiz,Cádiz,"Cádiz, Spain",36.5270612,-6.2885962,,Cádiz,Spain,Andalusia,Cádiz,CA
S. Vicente de Cuns (La Coruña),S. Vicente de Cuns (La Coruña),"Rúa San Vicente, 15007 A Coruña, Spain",43.3545315,-8.4115632,15007,A Coruña,Spain,Galicia,A Coruña,C
Monegrillo (Zaragoza),Monegrillo (Zaragoza),"50164 Monegrillo, Zaragoza, Spain",41.6390946,-0.4160527,50164,Monegrillo,Spain,Aragon,Zaragoza,Z
? (Elládah),? (Elládah),,,,,,,,,
Cortegana (Huelva),Cortegana (Huelva),"21230 Cortegana, Huelva, Spain",37.908792,-6.821474,21230,Cortegana,Spain,Andalusia,Huelva,Huelva
Arcentales (Vizcaya),Arcentales (Vizcaya),"Artzentales, 48879, Biscay, Spain",43.2357466,-3.2281983,48879,,Spain,Basque Country,Biscay,BI
Tropea (Catanzaro),Tropea (Catanzaro),"Via delle Orchidee, 58/A, 88100 Catanzaro CZ, Italy",38.917133,16.6006471,88100,Catanzaro,Italy,Calabria,Provincia di Catanzaro,CZ
Chiari (Brescia),Chiari (Brescia),"25032 Chiari, Province of Brescia, Italy",45.5387248,9.9251619,25032,,Italy,Lombardy,Province of Brescia,BS
"Santa Fe, Arg.","Santa Fe, Arg.","Santa Fe, Santa Fe Province, Argentina",-31.6106578,-60.697294,,Santa Fe,Argentina,Santa Fe Province,La Capital Department,La Capital Department
Pouancé (Maine-et-L),Pouancé (Maine-et-L),"49420 Pouancé, France",47.740194,-1.172892,49420,Pouancé,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
Rouvrel (Somme),Rouvrel (Somme),"80250 Rouvrel, France",49.770931,2.412249,80250,Rouvrel,France,Hauts-de-France,Somme,Somme
Barcelonnette (B-Alpes),Barcelonnette (B-Alpes),"04400 Barcelonnette, France",44.3863,6.650463,4400,Barcelonnette,France,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence
Priego (Córdoba),Priego (Córdoba),"14800 Priego de Córdoba, Córdoba, Spain",37.437791,-4.1987434,14800,Priego de Córdoba,Spain,Andalusia,Córdoba,Córdoba
Mazzarino (Caltanissetta),Mazzarino (Caltanissetta),"93013 Mazzarino, Sicily, Province of Caltanissetta, Italy",37.3039343,14.2117892,93013,"Mazzarino, Sicily",Italy,Sicily,Province of Caltanissetta,CL
Boujaille (Doubs),Boujaille (Doubs),"25560 Boujailles, France",46.888093,6.079927,25560,Boujailles,France,Bourgogne-Franche-Comté,Doubs,Doubs
Villamayor de Calatrava (Ciudad Real),Villamayor de Calatrava (Ciudad Real),"13595 Villamayor de Calatrava, Ciudad Real, Spain",38.7880386,-4.1373026,13595,Villamayor de Calatrava,Spain,Castile-La Mancha,Ciudad Real,Ciudad Real
Placencia (Guipúzcoa),Placencia (Guipúzcoa),"20590 Soraluze, Gipuzkoa, Spain",43.1740007,-2.4126639,20590,Soraluze,Spain,Basque Country,Gipuzkoa,SS
Liddes (Valais),Liddes (Valais),"1945 Liddes, Switzerland",45.9919529,7.1858196,1945,Liddes,Switzerland,Valais,Entremont,Entremont
Würzburg (Bayern),Würzburg (Bayern),"Würzburg, Germany",49.7913044,9.9533548,,Würzburg,Germany,Bavaria,Lower Franconia,Lower Franconia
"Riga, Lat SSR","Riga, Lat SSR","Riga, Latvia",56.9496487,24.1051865,,Riga,Latvia,,,
Gournay (Seine-M),Gournay (Seine-M),"76220 Gournay-en-Bray, France",49.4826616,1.7245633,76220,Gournay-en-Bray,France,Normandy,Seine-Maritime,Seine-Maritime
Gibellina (Trapani),Gibellina (Trapani),"91024 Gibellina, Province of Trapani, Italy",37.8197579,12.9550673,91024,,Italy,Sicily,Province of Trapani,TP
Fulda (Hessen-Nassau),Fulda (Hessen-Nassau),"Fulda, Germany",50.5558095,9.6808449,,Fulda,Germany,Hesse,Kassel,KS
Cuisia (Jura),Cuisia (Jura),"39190 Cuisia, France",46.538855,5.400151,39190,Cuisia,France,Bourgogne-Franche-Comté,Jura,Jura
Bergamo,Bergamo,"Bergamo, Province of Bergamo, Italy",45.6982642,9.6772698,,Bergamo,Italy,Lombardy,Province of Bergamo,BG
Warrington (Lancashire),Warrington (Lancashire),"Warrington, UK",53.3900441,-2.5969501,,Warrington,United Kingdom,England,Warrington,Warrington
Verona,Verona,"Verona, VR, Italy",45.4383842,10.9916215,,Verona,Italy,Veneto,Province of Verona,VR
? (USA),? (USA),United States,37.09024,-95.712891,,,United States,,,
Sciacca (Girgenti),Sciacca (Girgenti),"Via Scaglione, 354, 92019 Sciacca AG, Italy",37.5119799,13.083702,92019,Sciacca,Italy,Sicilia,Provincia di Agrigento,AG
Gijón (Oviedo),Gijón (Oviedo),"Gijón, Asturias, Spain",43.5322015,-5.6611195,,Gijón,Spain,Asturias,Asturias,O
Huéneja (Granada),Huéneja (Granada),"18512 Huéneja, Granada, Spain",37.1763636,-2.9488154,18512,Huéneja,Spain,Andalusia,Granada,Granada
? (lebeniensis),? (lebeniensis),,,,,,,,,
Miguelturra (Ciudad Real),Miguelturra (Ciudad Real),"Miguelturra, Ciudad Real, Spain",38.9756502,-3.8757119,,,Spain,Castile-La Mancha,Ciudad Real,Ciudad Real
Santiago de Chile,Santiago de Chile,"Santiago, Santiago Metropolitan Region, Chile",-33.4488897,-70.6692655,,,Chile,Santiago Metropolitan Region,Santiago Province,Santiago Province
Úbeda (Jaén),Úbeda (Jaén),"23400 Úbeda, Jaén, Spain",38.0114236,-3.3712457,23400,Úbeda,Spain,Andalusia,Jaén,Jaén
Pluvigner (Morbihan),Pluvigner (Morbihan),"56330 Pluvigner, France",47.777282,-3.009527,56330,Pluvigner,France,Brittany,Morbihan,Morbihan
Asti,Asti,"14100 Asti, Province of Asti, Italy",44.9007512,8.2064257,14100,Asti,Italy,Piedmont,Province of Asti,AT
Villaricca (Napoli),Villaricca (Napoli),"80010 Villaricca, Metropolitan City of Naples, Italy",40.9195998,14.1727518,80010,,Italy,Campania,Metropolitan City of Naples,NA
Malagón (Ciudad Real),Malagón (Ciudad Real),"Malagón, Ciudad Real, Spain",39.1668064,-3.8531305,,,Spain,Castile-La Mancha,Ciudad Real,Ciudad Real
La Solana (Ciudad Real),La Solana (Ciudad Real),"13240 La Solana, Ciudad Real, Spain",38.9416013,-3.2392014,13240,La Solana,Spain,Castile-La Mancha,Ciudad Real,Ciudad Real
Alhambra (Ciudad Real),Alhambra (Ciudad Real),"Alhambra, Ciudad Real, Spain",38.8992926,-3.0518284,,,Spain,Castile-La Mancha,Ciudad Real,Ciudad Real
Fiano Romano (Roma),Fiano Romano (Roma),"00065 Fiano Romano, Metropolitan City of Rome, Italy",42.1702573,12.5922521,65,Fiano Romano,Italy,Lazio,Metropolitan City of Rome,RM
Roma,Roma,"Rome, Metropolitan City of Rome, Italy",41.9027835,12.4963655,,Rome,Italy,Lazio,Metropolitan City of Rome,RM
Fidenza (Parma),Fidenza (Parma),"43036 Fidenza, Province of Parma, Italy",44.866279,10.0615953,43036,Fidenza,Italy,Emilia-Romagna,Province of Parma,PR
"Małoszyna, Pozn.","Małoszyna, Pozn.","Małoszyna, Poland",52.0635334,18.464274,62,Małoszyna,Poland,Greater Poland Voivodeship,Turek County,Turek County
Tomba di Senigallia (Ancona),Tomba di Senigallia (Ancona),"60010 Castel Colonna, Province of Ancona, Italy",43.6798349,13.1057744,60010,Castel Colonna,Italy,Marche,Province of Ancona,AN
Opont (Luxembourg),Opont (Luxembourg),"Opont, 6852 Paliseul, Belgium",49.9355975,5.1195934,6852,Paliseul,Belgium,Wallonia,Luxembourg,LX
Vignola (Modena),Vignola (Modena),"41058 Vignola, Province of Modena, Italy",44.4835861,11.0131217,41058,Vignola,Italy,Emilia-Romagna,Province of Modena,MO
Połock,Połock,"Polatsk, Belarus",55.4845795,28.7781626,,Polatsk,Belarus,Vitebsk Region,Polatsk District,Polatsk District
Palanzeno (Novara),Palanzeno (Novara),"28884 Pallanzeno, Province of Verbano-Cusio-Ossola, Italy",46.0396515,8.2603284,28884,Pallanzeno,Italy,Piedmont,Province of Verbano-Cusio-Ossola,VB
Udine,Udine,"33100 Udine, Province of Udine, Italy",46.0710668,13.2345794,33100,Udine,Italy,Friuli-Venezia Giulia,Province of Udine,UD
Huete (Cuenca),Huete (Cuenca),"16500 Huete, Cuenca, Spain",40.1435735,-2.6896893,16500,Huete,Spain,Castile-La Mancha,Cuenca,Cuenca
"por Port Tobacco, Md.","por Port Tobacco, Md.","7825 Locust Pl, Port Tobacco, MD 20677, USA",38.497658,-77.00863,20677,Port Tobacco,United States,Maryland,Charles County,Charles County
Orsières (Valais),Orsières (Valais),"Orsières, Switzerland",46.0282108,7.1470995,,Orsières,Switzerland,Valais,Entremont,Entremont
Sesto (Bolzano),Sesto (Bolzano),"39030 Sexten, South Tyrol, Italy",46.7018614,12.3502539,39030,Sexten,Italy,Trentino-South Tyrol,South Tyrol,BZ
? (Lancashire),? (Lancashire),"Lancashire, UK",53.7632254,-2.7044052,,,United Kingdom,England,Lancashire,Lancashire
Asteasu (Guipúzcoa),Asteasu (Guipúzcoa),"20159 Asteasu, Gipuzkoa, Spain",43.1937201,-2.0953297,20159,Asteasu,Spain,Basque Country,Gipuzkoa,SS
Castellón de Rugat (Valencia),Castellón de Rugat (Valencia),"46841 Castelló de Rugat, Valencia, Spain",38.8735003,-0.3830754,46841,Castelló de Rugat,Spain,Valencian Community,Valencia,V
Ecija (Sevilla),Ecija (Sevilla),"Écija, Seville, Spain",37.5414656,-5.0826742,,Écija,Spain,Andalusia,Seville,Seville
Luque (Córdoba Esp.),Luque (Córdoba Esp.),"Luque, 14880, Córdoba, Spain",37.5409783,-4.2538452,14880,,Spain,Andalusia,Córdoba,Córdoba
Thiene (Vicenza),Thiene (Vicenza),"Thiene, Province of Vicenza, Italy",45.7070408,11.4773537,,Thiene,Italy,Veneto,Province of Vicenza,VI
"Berlin (Brunswick, Md)","Berlin (Brunswick, Md)","Berlin, MD 21811, USA",38.3226153,-75.2176892,21811,Berlin,United States,Maryland,Worcester County,Worcester County
Merxplas (Ansvers),Merxplas (Ansvers),"2330 Merksplas, Belgium",51.3581903,4.8635474,2330,Merksplas,Belgium,Flanders,Antwerp,AN
Bescapè (Pavia),Bescapè (Pavia),"27010 Bascapè, Province of Pavia, Italy",45.3072913,9.3125332,27010,Bascapè,Italy,Lombardy,Province of Pavia,PV
Castellón de Játiva (Valencia),Castellón de Játiva (Valencia),"Subida al Castillo, s/n, 46800 Xàtiva, Valencia, Spain",38.982858,-0.517936,46800,Xàtiva,Spain,Comunidad Valenciana,Valencia,V
"Upytà, Li. SSR ","Upytà, Li. SSR ","Upytė, Lithuania",55.6496329,24.229257,,Upytė,Lithuania,Panevėžys County,Panevėžys District Municipality,Panevėžys District Municipality
Liverpool,Liverpool,"Liverpool, UK",53.4083714,-2.9915726,,Liverpool,United Kingdom,England,Merseyside,Merseyside
Agira (Catania),Agira (Catania),"Via Agira, 95123 Catania CT, Italy",37.5069957,15.0627262,95123,Catania,Italy,Sicilia,Provincia di Catania,CT
Sanremo ,Sanremo ,"18038 Sanremo, Province of Imperia, Italy",43.8159671,7.7760567,18038,Sanremo,Italy,Liguria,Province of Imperia,IM
Bologna,Bologna,"Bologna, Metropolitan City of Bologna, Italy",44.494887,11.3426162,,Bologna,Italy,Emilia-Romagna,Metropolitan City of Bologna,BO
"Teocaltiche, Jal.","Teocaltiche, Jal.","Teocaltiche, Jalisco, Mexico",21.4361959,-102.5728335,,Teocaltiche,Mexico,Jalisco,,
pr Spoleta (Perugia),pr Spoleta (Perugia),"06049 Spoleto, Province of Perugia, Italy",42.7404881,12.7378003,6049,Spoleto,Italy,Umbria,Province of Perugia,PG
St Mary's Md,St Mary's Md,"St Mary's County, MD, USA",38.1060259,-76.3637285,,,United States,Maryland,St. Mary's County,St Mary's County
Campanario (Badajoz),Campanario (Badajoz),"06460 Campanario, Badajoz, Spain",38.8633522,-5.6170784,6460,Campanario,Spain,Extremadura,Badajoz,Badajoz
Ferrara,Ferrara,"Ferrara, Province of Ferrara, Italy",44.8381237,11.619787,,Ferrara,Italy,Emilia-Romagna,Province of Ferrara,FE
Espejo (Córdoba),Espejo (Córdoba),"14830 Espejo, Córdoba, Spain",37.6792827,-4.553698,14830,Espejo,Spain,Andalusia,Córdoba,Córdoba
Budusò (Sassari),Budusò (Sassari),"07020 Buddusò, Province of Sassari, Italy",40.5770405,9.2550435,7020,Buddusò,Italy,Sardinia,Province of Sassari,SS
Camarillas (Teruel),Camarillas (Teruel),"44155 Camarillas, Teruel, Spain",40.6125583,-0.7538751,44155,Camarillas,Spain,Aragon,Teruel,Teruel
Lora del Río (Sevilla),Lora del Río (Sevilla),"41440 Lora del Río, Seville, Spain",37.6556349,-5.52761,41440,Lora del Río,Spain,Andalusia,Seville,Seville
Durango ,Durango ,"Durango, Biscay, Spain",43.1581081,-2.6735412,,,Spain,Basque Country,Biscay,BI
Gołasze Puszcz (Podlachia),Gołasze Puszcz (Podlachia),"18-200 Gołasze-Puszcza, Poland",52.955266,22.4862208,18-200,Gołasze-Puszcza,Poland,Podlaskie Voivodeship,Wysokie Mazowieckie County,Wysokie Mazowieckie County
Azpeitia ,Azpeitia ,"20730 Azpeitia, Gipuzkoa, Spain",43.1825979,-2.2667322,20730,Azpeitia,Spain,Basque Country,Gipuzkoa,SS
Turnhout ,Turnhout ,"2300 Turnhout, Belgium",51.3216509,4.9375578,2300,Turnhout,Belgium,Flanders,Antwerp,AN
Carpi (Modena),Carpi (Modena),"41012 Carpi MO, Italy",44.7838779,10.8796629,41012,Carpi,Italy,Emilia-Romagna,Provincia di Modena,MO
Boado (La Coruña),Boado (La Coruña),"Boado, 15686, A Coruña, Spain",43.0350489,-8.1953407,15686,,Spain,Galicia,A Coruña,C
Samoëns (H-Savoie),Samoëns (H-Savoie),"74340 Samoëns, France",46.084044,6.728173,74340,Samoëns,France,Auvergne-Rhône-Alpes,Haute-Savoie,Haute-Savoie
Cotronei (Catanzaro),Cotronei (Catanzaro),"88836 Cotronei, Province of Crotone, Italy",39.1591213,16.7779377,88836,Cotronei,Italy,Calabria,Province of Crotone,KR
Noto (Siracusa),Noto (Siracusa),"96017 Noto, Province of Syracuse, Italy",36.8924433,15.0651945,96017,Noto,Italy,Sicily,Province of Syracuse,SR
Ashton ,Ashton ,"Ashton, GA 31750, USA",31.7049091,-83.1559852,31750,Ashton,United States,Georgia,Ben Hill County,Ben Hill County
Düsseldorf,Düsseldorf,"Düsseldorf, Germany",51.2277411,6.7734556,,Düsseldorf,Germany,North Rhine-Westphalia,Düsseldorf,Düsseldorf
Atáun (Guipúzcoa),Atáun (Guipúzcoa),"20211 Ataun, Gipuzkoa, Spain",43.0079526,-2.1775707,20211,Ataun,Spain,Basque Country,Gipuzkoa,SS
? (America),? (America),United States,37.09024,-95.712891,,,United States,,,
Tresjuncos (Cuenca),Tresjuncos (Cuenca),"16422 Tresjuncos, Cuenca, Spain",39.7004964,-2.7543376,16422,Tresjuncos,Spain,Castile-La Mancha,Cuenca,Cuenca
pr Pamplona,pr Pamplona,"Pamplona, Navarre, Spain",42.812526,-1.6457745,,Pamplona,Spain,Navarre,Navarre,NA
Finzo (Orense),Finzo (Orense),"Ourense, Province of Ourense, Spain",42.3357893,-7.863881,,Ourense,Spain,Galicia,Province of Ourense,Province of Ourense
Casale Monferrato (Alexandria),Casale Monferrato (Alexandria),"15033 Casale Monferrato, Province of Alessandria, Italy",45.1316088,8.450503,15033,Casale Monferrato,Italy,Piedmont,Province of Alessandria,AL
Cammarata (Girgenti),Cammarata (Girgenti),"92022 Cammarata, AG, Italy",37.6327938,13.6386711,92022,Cammarata,Italy,Sicily,Province of Agrigento,AG
? (neapolitanus),? (neapolitanus),,,,,,,,,
Estrées (Somme),Estrées (Somme),"80200 Estrées-Deniécourt, France",49.8752143,2.8278568,80200,Estrées-Deniécourt,France,Hauts-de-France,Somme,Somme
Navarniz (Vizcaya),Navarniz (Vizcaya),"48312 Nabarniz, Biscay, Spain",43.3213208,-2.5844348,48312,Nabarniz,Spain,Basque Country,Biscay,BI
? (Wexford),? (Wexford),"Wexford, Ireland",52.336916,-6.4633381,,Wexford,Ireland,County Wexford,,
"? (Rothomagen, France)","? (Rothomagen, France)",,,,,,,,,
Santiago de Compestela,Santiago de Compestela,"Santiago de Compostela, A Coruña, Spain",42.8782132,-8.5448445,,Santiago de Compostela,Spain,Galicia,A Coruña,C
Rumilly (H-Savoie),Rumilly (H-Savoie),"74150 Rumilly, France",45.867137,5.942357,74150,Rumilly,France,Auvergne-Rhône-Alpes,Haute-Savoie,Haute-Savoie
? (Armorique),? (Armorique),"300 Rue du Concorde, Val-d'Or, QC J9P 0E8, Canada",48.0681636,-77.7815338,J9P 0E8,Val-d'Or,Canada,Québec,Vallée-de-l'Or,Vallée-de-l'Or
Mścisław,Mścisław,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
"Drissa, BSSR","Drissa, BSSR","Verkhnyadzvinsk, Belarus",55.7811663,27.9335835,,Verkhnyadzvinsk,Belarus,Vitebsk Region,Verkhniadzvinsk District,Verkhniadzvinsk District
Tarazona (Zaragoza),Tarazona (Zaragoza),"50500 Tarazona, Zaragoza, Spain",41.9042972,-1.7222535,50500,Tarazona,Spain,Aragon,Zaragoza,Z
Béziers (Hérault),Béziers (Hérault),"34500 Béziers, France",43.344233,3.215795,34500,Béziers,France,Occitanie,Hérault,Hérault
Cérisy-Gailly (Somme),Cérisy-Gailly (Somme),"80800 Cerisy, France",49.907804,2.639027,80800,Cerisy,France,Hauts-de-France,Somme,Somme
Vergara (Guipúzcoa),Vergara (Guipúzcoa),"20570 Bergara, Gipuzkoa, Spain",43.1259269,-2.4232063,20570,Bergara,Spain,Basque Country,Gipuzkoa,SS
Courtrai,Courtrai,"Kortrijk, Belgium",50.8194776,3.2577263,,Kortrijk,Belgium,Flanders,West Flanders,WV
Argentona (Barcelona),Argentona (Barcelona),"08310 Argentona, Barcelona, Spain",41.5531639,2.4008466,8310,Argentona,Spain,Catalonia,Barcelona,Barcelona
Aldeanueva de Ebro (Logroño),Aldeanueva de Ebro (Logroño),"26559 Aldeanueva de Ebro, La Rioja, Spain",42.2266943,-1.8868324,26559,Aldeanueva de Ebro,Spain,La Rioja,La Rioja,LO
Palazzo Adriano (Palermo),Palazzo Adriano (Palermo),"90030 Palazzo Adriano, Province of Palermo, Italy",37.6815232,13.3790607,90030,Palazzo Adriano,Italy,Sicily,Province of Palermo,PA
Algeciras (Cádiz),Algeciras (Cádiz),"Algeciras, Cádiz, Spain",36.1407591,-5.456233,,Algeciras,Spain,Andalusia,Cádiz,CA
Georgetown,Georgetown,"3700 O St NW, Washington, DC 20057, USA",38.9076089,-77.0722585,20057,Washington,United States,District of Columbia,,
Toulouse,Toulouse,"Toulouse, France",43.604652,1.444209,,Toulouse,France,Occitanie,Haute-Garonne,Haute-Garonne
Plasencia (Céceres),Plasencia (Céceres),"10600 Plasencia, Cáceres, Spain",40.0420955,-6.0838065,10600,Plasencia,Spain,Extremadura,Cáceres,Cáceres
Novara,Novara,"28100 Novara, Province of Novara, Italy",45.44693,8.6221612,28100,Novara,Italy,Piedmont,Province of Novara,NO
? (Piemonte),? (Piemonte),"Piedmont, Italy",45.0522366,7.5153885,,,Italy,Piedmont,,
Navata (Gerona),Navata (Gerona),"17744 Navata, Girona, Spain",42.2240903,2.8614511,17744,Navata,Spain,Catalonia,Girona,Girona
"Campegine, BSSR","Campegine, BSSR","42040 Campegine, Province of Reggio Emilia, Italy",44.7851107,10.5254169,42040,,Italy,Emilia-Romagna,Province of Reggio Emilia,RE
